,movie_id,name/year,genre,year,name,genre_list,genre_length,Genre1,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10,avg_rating,rating_count
23559,2231500,Comedy Central Roast of Roseanne (2012),Comedy,2012,Comedy Central Roast of Roseanne,['Comedy'],1,Comedy,,,,,,,,,,6.0,1
23560,2231554,Grave Encounters 2 (2012),Horror,2012,Grave Encounters 2,['Horror'],1,Horror,,,,,,,,,,5.2727272727272725,33
23561,2231630,Avant l'hiver (2013),Drama,2013,Avant l'hiver,['Drama'],1,Drama,,,,,,,,,,5.5,6
23562,2231646,M.O.Zh. (2014),Horror|Mystery|Thriller,2014,M.O.Zh.,"['Horror', 'Mystery', 'Thriller']",3,Horror,Mystery,Thriller,,,,,,,,7.0,1
23563,2231874,You Belong to Me (2021),Thriller,2021,You Belong to Me,['Thriller'],1,Thriller,,,,,,,,,,5.0,5
23564,2232184,Lo que quiero de ti (2012),Short|Horror|Mystery,2012,Lo que quiero de ti,"['Short', 'Horror', 'Mystery']",3,Short,Horror,Mystery,,,,,,,,2.0,1
23565,2232418,Consultation (2012),Short|Comedy,2012,Consultation,"['Short', 'Comedy']",2,Short,Comedy,,,,,,,,,10.0,1
23566,2232578,Canopy (2013),Adventure|Drama|Thriller|War,2013,Canopy,"['Adventure', 'Drama', 'Thriller', 'War']",4,Adventure,Drama,Thriller,War,,,,,,,6.0,1
23567,2232594,Wild Duck (2013),Drama,2013,Wild Duck,['Drama'],1,Drama,,,,,,,,,,7.0,1
23568,2233170,Sand Castles (2014),Crime|Drama|Thriller,2014,Sand Castles,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,7.0,1
23569,2233406,Mile... Mile & a Half (2013),Documentary,2013,Mile... Mile & a Half,['Documentary'],1,Documentary,,,,,,,,,,10.0,2
23571,2234003,Calvary (2014),Drama,2014,Calvary,['Drama'],1,Drama,,,,,,,,,,7.84,200
23572,2234025,Coffee Town (2012),Comedy,2012,Coffee Town,['Comedy'],1,Comedy,,,,,,,,,,6.681818181818182,22
23573,2234032,Stay (2013),Drama,2013,Stay,['Drama'],1,Drama,,,,,,,,,,6.0,1
23574,2234067,El ninot de drap (2011),Short|Comedy|Fantasy,2011,El ninot de drap,"['Short', 'Comedy', 'Fantasy']",3,Short,Comedy,Fantasy,,,,,,,,8.0,1
23575,2234155,The Internship (2013),Comedy,2013,The Internship,['Comedy'],1,Comedy,,,,,,,,,,6.543391188251001,749
23576,2234261,Love Punch (2013),Comedy,2013,Love Punch,['Comedy'],1,Comedy,,,,,,,,,,4.967741935483871,31
23577,2234299,Murder University (2012),Horror,2012,Murder University,['Horror'],1,Horror,,,,,,,,,,5.0,1
23578,2234328,Siyaah.. (2012),Horror,2012,Siyaah..,['Horror'],1,Horror,,,,,,,,,,3.0,1
23579,2234397,Satellite Boy (2012),Adventure|Drama|Family,2012,Satellite Boy,"['Adventure', 'Drama', 'Family']",3,Adventure,Drama,Family,,,,,,,,7.0,1
23580,2234419,16 Acres (2012),Documentary|History|News,2012,16 Acres,"['Documentary', 'History', 'News']",3,Documentary,History,News,,,,,,,,7.25,4
23581,2234428,Nairobi Half Life (2012),Drama,2012,Nairobi Half Life,['Drama'],1,Drama,,,,,,,,,,9.0,2
23582,2234429,Sparks (2013),Action|Thriller,2013,Sparks,"['Action', 'Thriller']",2,Action,Thriller,,,,,,,,,6.2,5
23583,2234462,Hooligan (2012),Documentary,2012,Hooligan,['Documentary'],1,Documentary,,,,,,,,,,5.0,3
23584,2234495,The Mechanical Bride (2012),Documentary|Fantasy|Sci-Fi,2012,The Mechanical Bride,"['Documentary', 'Fantasy', 'Sci-Fi']",3,Documentary,Fantasy,Sci-Fi,,,,,,,,4.0,1
23585,2234536,Forks Over Knives Presents: The Engine 2 Kitchen Rescue (2011),Documentary,2011,Forks Over Knives Presents: The Engine 2 Kitchen Rescue,['Documentary'],1,Documentary,,,,,,,,,,7.0,1
23586,2234537,Toto si surorile lui (2014),Documentary|Drama|Family,2014,Toto si surorile lui,"['Documentary', 'Drama', 'Family']",3,Documentary,Drama,Family,,,,,,,,10.0,1
23587,2234543,Un château en Italie (2013),Comedy|Drama,2013,Un château en Italie,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.0,3
23588,2235108,Dear White People (2014),Comedy|Drama|Romance,2014,Dear White People,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,7.0576923076923075,52
23589,2235248,Andre Gregory: Before and After Dinner (2013),Documentary|Biography|Drama,2013,Andre Gregory: Before and After Dinner,"['Documentary', 'Biography', 'Drama']",3,Documentary,Biography,Drama,,,,,,,,5.0,1
23590,2235428,Til ungdommen (2012),Documentary,2012,Til ungdommen,['Documentary'],1,Documentary,,,,,,,,,,9.0,1
23591,2235515,Fear Lives Here (2012),Horror|Sci-Fi|Thriller,2012,Fear Lives Here,"['Horror', 'Sci-Fi', 'Thriller']",3,Horror,Sci-Fi,Thriller,,,,,,,,4.0,1
23592,2235695,Rebecca (2020),Drama|Mystery|Romance|Thriller,2020,Rebecca,"['Drama', 'Mystery', 'Romance', 'Thriller']",4,Drama,Mystery,Romance,Thriller,,,,,,,6.0,7
23593,2235779,The Quiet Ones (2014),Horror|Mystery|Thriller,2014,The Quiet Ones,"['Horror', 'Mystery', 'Thriller']",3,Horror,Mystery,Thriller,,,,,,,,5.393939393939394,99
23594,2235783,The Sheik and I (2012),Documentary|Comedy,2012,The Sheik and I,"['Documentary', 'Comedy']",2,Documentary,Comedy,,,,,,,,,6.0,1
23595,2235902,Geography Club (2013),Comedy,2013,Geography Club,['Comedy'],1,Comedy,,,,,,,,,,7.285714285714286,14
23596,2236054,Mystery Road (2013),Mystery|Thriller,2013,Mystery Road,"['Mystery', 'Thriller']",2,Mystery,Thriller,,,,,,,,,7.222222222222222,18
23597,2236092,Come to My Voice (2014),Drama,2014,Come to My Voice,['Drama'],1,Drama,,,,,,,,,,7.0,1
23598,2236160,Nightlight (2015),Horror|Thriller,2015,Nightlight,"['Horror', 'Thriller']",2,Horror,Thriller,,,,,,,,,5.25,4
23599,2236182,Rise of the Zombies (2012),Action|Adventure|Drama|Horror|Sci-Fi|Thriller,2012,Rise of the Zombies,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",6,Action,Adventure,Drama,Horror,Sci-Fi,Thriller,,,,,5.0,2
23600,2236358,11 Blocks (2015),Action,2015,11 Blocks,['Action'],1,Action,,,,,,,,,,5.0,1
23601,2236588,Kallemni Shukran (2010),Comedy|Drama,2010,Kallemni Shukran,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,6.0,1
23602,2236642,Night of the Naked Dead (2012),Horror|Mystery|Thriller,2012,Night of the Naked Dead,"['Horror', 'Mystery', 'Thriller']",3,Horror,Mystery,Thriller,,,,,,,,3.0,1
23603,2237324,Bent (2018),Crime|Thriller,2018,Bent,"['Crime', 'Thriller']",2,Crime,Thriller,,,,,,,,,4.25,4
23604,2237448,Hunter (2013),Drama,2013,Hunter,['Drama'],1,Drama,,,,,,,,,,5.0,1
23605,2237822,Koch (2012),Documentary|Biography|History,2012,Koch,"['Documentary', 'Biography', 'History']",3,Documentary,Biography,History,,,,,,,,8.5,2
23606,2238032,Skiptrace (2016),Action|Adventure|Comedy|Crime|Thriller,2016,Skiptrace,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",5,Action,Adventure,Comedy,Crime,Thriller,,,,,,5.826086956521739,69
23607,2238050,White Bird in a Blizzard (2014),Drama|Mystery|Thriller,2014,White Bird in a Blizzard,"['Drama', 'Mystery', 'Thriller']",3,Drama,Mystery,Thriller,,,,,,,,6.65,80
23608,2238470,The Stranger (2014),Drama|Horror|Mystery|Thriller,2014,The Stranger,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,Drama,Horror,Mystery,Thriller,,,,,,,4.333333333333333,6
23609,2238839,Chun giu yu chi ming (2012),Comedy|Romance,2012,Chun giu yu chi ming,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,7.0,2
23610,2239822,Valerian and the City of a Thousand Planets (2017),Action|Adventure|Fantasy|Sci-Fi,2017,Valerian and the City of a Thousand Planets,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,Action,Adventure,Fantasy,Sci-Fi,,,,,,,6.5829383886255926,211
23611,2239832,Think Like a Man Too (2014),Comedy|Romance,2014,Think Like a Man Too,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,6.053333333333334,75
23612,2240046,Pro Wrestlers vs Zombies (2014),Action|Comedy|Horror|Thriller,2014,Pro Wrestlers vs Zombies,"['Action', 'Comedy', 'Horror', 'Thriller']",4,Action,Comedy,Horror,Thriller,,,,,,,8.25,4
23613,2240312,Hold Your Breath (2012),Horror,2012,Hold Your Breath,['Horror'],1,Horror,,,,,,,,,,4.5,6
23614,2240764,Bad Boy Street (2012),Drama|Romance,2012,Bad Boy Street,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,4.0,2
23615,2240784,Planet Ocean (2012),Documentary,2012,Planet Ocean,['Documentary'],1,Documentary,,,,,,,,,,8.6,5
23616,2240966,Dead Drop (2013),Action|Crime|Drama|Mystery|Thriller,2013,Dead Drop,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,Action,Crime,Drama,Mystery,Thriller,,,,,,7.5,2
23617,2241116,White Rabbit (2013),Drama,2013,White Rabbit,['Drama'],1,Drama,,,,,,,,,,8.0,1
23620,2241351,Money Monster (2016),Crime|Drama|Thriller,2016,Money Monster,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,6.9423076923076925,468
23621,2241376,20.000 Besos (2013),Comedy,2013,20.000 Besos,['Comedy'],1,Comedy,,,,,,,,,,6.0,1
23622,2241403,Outpost: Rise of the Spetsnaz (2013),Action|Horror|Sci-Fi,2013,Outpost: Rise of the Spetsnaz,"['Action', 'Horror', 'Sci-Fi']",3,Action,Horror,Sci-Fi,,,,,,,,4.5,6
23623,2241471,Revenant (2012),Horror,2012,Revenant,['Horror'],1,Horror,,,,,,,,,,4.0,6
23624,2241475,G.B.H. (2012),Crime,2012,G.B.H.,['Crime'],1,Crime,,,,,,,,,,6.5,2
23626,2241605,Tesis sobre un homicidio (2013),Crime|Mystery|Thriller,2013,Tesis sobre un homicidio,"['Crime', 'Mystery', 'Thriller']",3,Crime,Mystery,Thriller,,,,,,,,6.5,22
23627,2241691,Au bout du conte (2013),Comedy|Drama|Romance,2013,Au bout du conte,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,4.25,4
23629,2241750,Drown (2015),Drama|Romance|Sport,2015,Drown,"['Drama', 'Romance', 'Sport']",3,Drama,Romance,Sport,,,,,,,,5.5,2
23630,2242176,Horsehead (2014),Fantasy|Horror,2014,Horsehead,"['Fantasy', 'Horror']",2,Fantasy,Horror,,,,,,,,,2.0,2
23631,2243189,Brammetje Baas (2012),Family,2012,Brammetje Baas,['Family'],1,Family,,,,,,,,,,7.0,1
23632,2243260,Swung (2015),Drama|Romance,2015,Swung,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,6.0,1
23633,2243275,El Santos VS la Tetona Mendoza (2012),Animation|Action|Comedy,2012,El Santos VS la Tetona Mendoza,"['Animation', 'Action', 'Comedy']",3,Animation,Action,Comedy,,,,,,,,5.25,4
23634,2243299,Final Cut: Hölgyeim és uraim (2012),Comedy|Drama|Romance,2012,Final Cut: Hölgyeim és uraim,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,8.333333333333334,3
23635,2243361,Kvarteret Skatan reser till Laholm (2012),Comedy,2012,Kvarteret Skatan reser till Laholm,['Comedy'],1,Comedy,,,,,,,,,,6.0,2
23636,2243389,Los amantes pasajeros (2013),Comedy,2013,Los amantes pasajeros,['Comedy'],1,Comedy,,,,,,,,,,5.769230769230769,117
23637,2243393,Love Never Dies (2012),Drama|Music|Musical|Romance,2012,Love Never Dies,"['Drama', 'Music', 'Musical', 'Romance']",4,Drama,Music,Musical,Romance,,,,,,,6.0,5
23638,2243469,"Papá, soy una zombi (2011)",Animation|Comedy|Fantasy,2011,"Papá, soy una zombi","['Animation', 'Comedy', 'Fantasy']",3,Animation,Comedy,Fantasy,,,,,,,,4.0,1
23639,2243471,Patlak Sokaklar: Gerzomat (2012),Comedy,2012,Patlak Sokaklar: Gerzomat,['Comedy'],1,Comedy,,,,,,,,,,3.0,2
23640,2243537,A Haunted House (2013),Comedy|Fantasy,2013,A Haunted House,"['Comedy', 'Fantasy']",2,Comedy,Fantasy,,,,,,,,,5.277777777777778,144
23641,2243621,Snezhnaya koroleva (2012),Animation|Adventure|Family,2012,Snezhnaya koroleva,"['Animation', 'Adventure', 'Family']",3,Animation,Adventure,Family,,,,,,,,4.0,1
23642,2244376,Bwakaw (2012),Drama,2012,Bwakaw,['Drama'],1,Drama,,,,,,,,,,6.0,1
23643,2244642,B4 (2012),Sci-Fi|Thriller,2012,B4,"['Sci-Fi', 'Thriller']",2,Sci-Fi,Thriller,,,,,,,,,1.0,1
23644,2244856,Hava Nagila: The Movie (2012),Documentary|Comedy|History,2012,Hava Nagila: The Movie,"['Documentary', 'Comedy', 'History']",3,Documentary,Comedy,History,,,,,,,,10.0,1
23645,2244877,Halimin put (2012),Drama,2012,Halimin put,['Drama'],1,Drama,,,,,,,,,,8.6,5
23646,2244889,Heaven Adores You (2014),Documentary|Biography|Drama|Music,2014,Heaven Adores You,"['Documentary', 'Biography', 'Drama', 'Music']",4,Documentary,Biography,Drama,Music,,,,,,,7.5,4
23647,2244901,I Give It a Year (2013),Comedy|Romance,2013,I Give It a Year,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,6.0,146
23648,2244947,Keda Reda (2007),Comedy|Drama|Mystery,2007,Keda Reda,"['Comedy', 'Drama', 'Mystery']",3,Comedy,Drama,Mystery,,,,,,,,7.666666666666667,3
23649,2245003,Miss You Already (2015),Comedy|Drama|Romance,2015,Miss You Already,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,7.4,60
23650,2245084,Big Hero 6 (2014),Animation|Action|Adventure|Comedy|Family|Sci-Fi,2014,Big Hero 6,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6,Animation,Action,Adventure,Comedy,Family,Sci-Fi,,,,,8.074418604651163,860
23651,2245151,Supremacy (2014),Drama|Thriller,2014,Supremacy,"['Drama', 'Thriller']",2,Drama,Thriller,,,,,,,,,6.6,5
23652,2245171,The Cut (2014),Adventure|Drama|History|Mystery|War,2014,The Cut,"['Adventure', 'Drama', 'History', 'Mystery', 'War']",5,Adventure,Drama,History,Mystery,War,,,,,,6.625,8
23653,2245195,The History of Future Folk (2012),Comedy|Music|Sci-Fi,2012,The History of Future Folk,"['Comedy', 'Music', 'Sci-Fi']",3,Comedy,Music,Sci-Fi,,,,,,,,8.142857142857142,7
23654,2245223,The Source Family (2012),Documentary|Music,2012,The Source Family,"['Documentary', 'Music']",2,Documentary,Music,,,,,,,,,9.0,1
23655,2245544,Carry on Jatta (2012),Comedy,2012,Carry on Jatta,['Comedy'],1,Comedy,,,,,,,,,,7.5,2
23656,2245884,Kiyosu kaigi (2013),Comedy|History,2013,Kiyosu kaigi,"['Comedy', 'History']",2,Comedy,History,,,,,,,,,6.0,2
23657,2245888,Kôsoku bâba (2013),Horror,2013,Kôsoku bâba,['Horror'],1,Horror,,,,,,,,,,5.0,1
23658,2246565,An Honest Liar (2014),Documentary|Biography|Comedy|History,2014,An Honest Liar,"['Documentary', 'Biography', 'Comedy', 'History']",4,Documentary,Biography,Comedy,History,,,,,,,8.117647058823529,17
23659,2246724,Ghanchakkar (2013),Comedy|Crime|Thriller,2013,Ghanchakkar,"['Comedy', 'Crime', 'Thriller']",3,Comedy,Crime,Thriller,,,,,,,,4.833333333333333,6
23660,2246779,John Mulaney: New in Town (2012),Documentary|Comedy,2012,John Mulaney: New in Town,"['Documentary', 'Comedy']",2,Documentary,Comedy,,,,,,,,,8.5,2
23661,2246831,Love of my Life (2013),Horror|Thriller,2013,Love of my Life,"['Horror', 'Thriller']",2,Horror,Thriller,,,,,,,,,1.0,1
23662,2246887,Back in the Day (2014),Comedy,2014,Back in the Day,['Comedy'],1,Comedy,,,,,,,,,,4.333333333333333,3
23663,2246901,Pacific (2009),Documentary,2009,Pacific,['Documentary'],1,Documentary,,,,,,,,,,4.0,1
23664,2246907,Patient Zero (2012),Action|Sci-Fi|Thriller,2012,Patient Zero,"['Action', 'Sci-Fi', 'Thriller']",3,Action,Sci-Fi,Thriller,,,,,,,,7.0,1
23665,2246924,Tricked: The Documentary (2013),Documentary|Crime,2013,Tricked: The Documentary,"['Documentary', 'Crime']",2,Documentary,Crime,,,,,,,,,7.0,2
23666,2246953,Rentaneko (2012),Comedy|Drama,2012,Rentaneko,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.0,4
23667,2247109,Verraaiers (2013),Drama,2013,Verraaiers,['Drama'],1,Drama,,,,,,,,,,6.0,1
23668,2247119,Wesh Egram (2006),Comedy|Crime|Romance,2006,Wesh Egram,"['Comedy', 'Crime', 'Romance']",3,Comedy,Crime,Romance,,,,,,,,6.0,1
23669,2247476,When the Game Stands Tall (2014),Drama|Family|Sport,2014,When the Game Stands Tall,"['Drama', 'Family', 'Sport']",3,Drama,Family,Sport,,,,,,,,7.183673469387755,49
23670,2247566,Kano (2014),Biography|Drama|History,2014,Kano,"['Biography', 'Drama', 'History']",3,Biography,Drama,History,,,,,,,,8.25,4
23671,2247692,2016: Obama's America (2012),Documentary,2012,2016: Obama's America,['Documentary'],1,Documentary,,,,,,,,,,5.0,3
23672,2247696,Out of the Clear Blue Sky (2012),Documentary,2012,Out of the Clear Blue Sky,['Documentary'],1,Documentary,,,,,,,,,,8.0,1
23673,2247910,Stab 5 (2011),Horror,2011,Stab 5,['Horror'],1,Horror,,,,,,,,,,10.0,1
23674,2248028,Thattathin Marayathu (2012),Drama|Musical|Romance,2012,Thattathin Marayathu,"['Drama', 'Musical', 'Romance']",3,Drama,Musical,Romance,,,,,,,,6.5,2
23675,2248068,Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D (2012),Animation|Adventure|Sci-Fi,2012,Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D,"['Animation', 'Adventure', 'Sci-Fi']",3,Animation,Adventure,Sci-Fi,,,,,,,,10.0,1
23676,2248566,Alone Up There (2012),Documentary|Comedy,2012,Alone Up There,"['Documentary', 'Comedy']",2,Documentary,Comedy,,,,,,,,,4.0,1
23677,2248739,Departure (2015),Drama|Romance,2015,Departure,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,7.875,8
23678,2248805,Frits & Franky (2013),Comedy,2013,Frits & Franky,['Comedy'],1,Comedy,,,,,,,,,,4.5,2
23679,2248944,Dos más dos (2012),Comedy|Drama|Romance,2012,Dos más dos,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,7.166666666666667,6
23680,2249039,Soy Nero (2016),Drama,2016,Soy Nero,['Drama'],1,Drama,,,,,,,,,,6.0,2
23681,2249080,Foxed! (2013),Animation|Short|Adventure|Comedy|Drama|Mystery,2013,Foxed!,"['Animation', 'Short', 'Adventure', 'Comedy', 'Drama', 'Mystery']",6,Animation,Short,Adventure,Comedy,Drama,Mystery,,,,,6.0,1
23682,2249081,The Forgiven (2017),Thriller,2017,The Forgiven,['Thriller'],1,Thriller,,,,,,,,,,6.5,4
23683,2249179,Victoria (2013),Drama|Romance,2013,Victoria,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,5.0,1
23684,2249207,Wo Yuan Yi (2012),Comedy|Romance,2012,Wo Yuan Yi,"['Comedy', 'Romance']",2,Comedy,Romance,,,,,,,,,7.0,2
23685,2249221,Zulu (2013),Crime|Drama|Thriller,2013,Zulu,"['Crime', 'Drama', 'Thriller']",3,Crime,Drama,Thriller,,,,,,,,6.925,40
23686,2249278,El crítico (2013),Comedy|Drama|Romance,2013,El crítico,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,6.0,2
23687,2249498,Hooligans at War: North vs. South (2015),Crime|Drama|War,2015,Hooligans at War: North vs. South,"['Crime', 'Drama', 'War']",3,Crime,Drama,War,,,,,,,,1.5,2
23688,2249712,Araf (2012),Drama,2012,Araf,['Drama'],1,Drama,,,,,,,,,,6.5,4
23689,2249824,Am Himmel der Tag (2012),Drama,2012,Am Himmel der Tag,['Drama'],1,Drama,,,,,,,,,,7.0,1
23690,2250170,Mr. Idol (2011),Drama,2011,Mr. Idol,['Drama'],1,Drama,,,,,,,,,,8.5,2
23691,2250234,SAGA - Curse of the Shadow (2013),Action|Adventure|Fantasy,2013,SAGA - Curse of the Shadow,"['Action', 'Adventure', 'Fantasy']",3,Action,Adventure,Fantasy,,,,,,,,5.0,3
23692,2250282,Tulpa (2012),Horror|Thriller,2012,Tulpa,"['Horror', 'Thriller']",2,Horror,Thriller,,,,,,,,,4.0,3
23693,2250564,In Bloom (2013),Drama|Romance|Thriller,2013,In Bloom,"['Drama', 'Romance', 'Thriller']",3,Drama,Romance,Thriller,,,,,,,,6.0,1
23694,2250912,Spider-Man: Homecoming (2017),Action|Adventure|Sci-Fi,2017,Spider-Man: Homecoming,"['Action', 'Adventure', 'Sci-Fi']",3,Action,Adventure,Sci-Fi,,,,,,,,7.463350785340314,1146
23695,2251090,Milk? (2012),Documentary|News,2012,Milk?,"['Documentary', 'News']",2,Documentary,News,,,,,,,,,7.0,2
23696,2251263,Contracted (2012),Short|Comedy|Drama,2012,Contracted,"['Short', 'Comedy', 'Drama']",3,Short,Comedy,Drama,,,,,,,,6.0,1
23697,2251281,Dark Was the Night (2014),Drama|Horror|Thriller,2014,Dark Was the Night,"['Drama', 'Horror', 'Thriller']",3,Drama,Horror,Thriller,,,,,,,,5.5,16
23698,2251490,Eat Spirit Eat (2013),Comedy|Drama,2013,Eat Spirit Eat,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,9.25,4
23699,2251818,Beerland (2013),Documentary|Adventure|Biography,2013,Beerland,"['Documentary', 'Adventure', 'Biography']",3,Documentary,Adventure,Biography,,,,,,,,7.0,1
23700,2252304,Butter on the Latch (2013),Drama|Fantasy|Horror,2013,Butter on the Latch,"['Drama', 'Fantasy', 'Horror']",3,Drama,Fantasy,Horror,,,,,,,,6.0,1
23701,2252552,Gutshot Straight (2014),Crime|Thriller,2014,Gutshot Straight,"['Crime', 'Thriller']",2,Crime,Thriller,,,,,,,,,3.0,1
23702,2252680,La gran familia española (2013),Comedy,2013,La gran familia española,['Comedy'],1,Comedy,,,,,,,,,,6.833333333333333,6
23703,2252760,The Bouquet (2013),Drama|Family,2013,The Bouquet,"['Drama', 'Family']",2,Drama,Family,,,,,,,,,5.0,2
23704,2253742,Al-too-bi: Riteon Too Beiseu (2012),Action|Drama|Romance,2012,Al-too-bi: Riteon Too Beiseu,"['Action', 'Drama', 'Romance']",3,Action,Drama,Romance,,,,,,,,6.333333333333333,3
23705,2253939,Camille redouble (2012),Comedy|Drama|Romance,2012,Camille redouble,"['Comedy', 'Drama', 'Romance']",3,Comedy,Drama,Romance,,,,,,,,6.333333333333333,6
23706,2254010,Mirage Men (2013),Documentary,2013,Mirage Men,['Documentary'],1,Documentary,,,,,,,,,,5.0,2
23707,2254109,Record/Play (2012),Short|Drama|Sci-Fi,2012,Record/Play,"['Short', 'Drama', 'Sci-Fi']",3,Short,Drama,Sci-Fi,,,,,,,,8.0,1
23708,2254110,The Divide (2015),Documentary,2015,The Divide,['Documentary'],1,Documentary,,,,,,,,,,5.0,1
23709,2254364,American Milkshake (2013),Comedy,2013,American Milkshake,['Comedy'],1,Comedy,,,,,,,,,,10.0,4
23710,2255787,El Más Buscado (2014),Action|Crime,2014,El Más Buscado,"['Action', 'Crime']",2,Action,Crime,,,,,,,,,7.0,2
23711,2255797,Facing Animals (2012),Documentary|Short|Drama,2012,Facing Animals,"['Documentary', 'Short', 'Drama']",3,Documentary,Short,Drama,,,,,,,,8.0,1
23712,2255851,"Inshallah, Kashmir (2012)",Documentary,2012,"Inshallah, Kashmir",['Documentary'],1,Documentary,,,,,,,,,,7.0,1
23713,2256646,Pitääkö mun kaikki hoitaa? (2012),Short|Comedy|Drama|Family,2012,Pitääkö mun kaikki hoitaa?,"['Short', 'Comedy', 'Drama', 'Family']",4,Short,Comedy,Drama,Family,,,,,,,7.0,2
23714,2256677,De verbouwing (2012),Thriller,2012,De verbouwing,['Thriller'],1,Thriller,,,,,,,,,,5.0,1
23715,2256741,Une histoire d'amour (2013),Drama,2013,Une histoire d'amour,['Drama'],1,Drama,,,,,,,,,,4.0,1
23716,2256749,Mammas pojkar (2012),Comedy,2012,Mammas pojkar,['Comedy'],1,Comedy,,,,,,,,,,3.4285714285714284,7
23717,2256811,Rufus (2012),Drama|Horror,2012,Rufus,"['Drama', 'Horror']",2,Drama,Horror,,,,,,,,,8.0,1
23718,2257436,Hate Crime (2013),Action|Horror|Thriller,2013,Hate Crime,"['Action', 'Horror', 'Thriller']",3,Action,Horror,Thriller,,,,,,,,9.0,1
23719,2257602,The Staircase 2 (2013),Documentary|Crime|Drama,2013,The Staircase 2,"['Documentary', 'Crime', 'Drama']",3,Documentary,Crime,Drama,,,,,,,,7.5,2
23720,2258233,$ellebrity (2012),Documentary,2012,$ellebrity,['Documentary'],1,Documentary,,,,,,,,,,5.0,3
23721,2258281,Dupa dealuri (2012),Drama,2012,Dupa dealuri,['Drama'],1,Drama,,,,,,,,,,7.148148148148148,27
23722,2258285,Two Men in Town (2014),Drama,2014,Two Men in Town,['Drama'],1,Drama,,,,,,,,,,5.8,5
23723,2258337,Eega (2012),Action|Comedy|Fantasy,2012,Eega,"['Action', 'Comedy', 'Fantasy']",3,Action,Comedy,Fantasy,,,,,,,,6.0,8
23724,2258345,Fading Gigolo (2013),Comedy,2013,Fading Gigolo,['Comedy'],1,Comedy,,,,,,,,,,6.688311688311688,77
23725,2258565,Samoubiytsy (2012),Comedy,2012,Samoubiytsy,['Comedy'],1,Comedy,,,,,,,,,,7.0,1
23726,2258685,The World Before Her (2012),Documentary,2012,The World Before Her,['Documentary'],1,Documentary,,,,,,,,,,7.0,2
23727,2258713,Villegas (2012),Drama,2012,Villegas,['Drama'],1,Drama,,,,,,,,,,7.0,1
23728,2258858,Wadjda (2012),Comedy|Drama,2012,Wadjda,"['Comedy', 'Drama']",2,Comedy,Drama,,,,,,,,,7.426315789473684,190
23729,2259306,BB King: The Life of Riley (2012),Documentary|Biography|Music,2012,BB King: The Life of Riley,"['Documentary', 'Biography', 'Music']",3,Documentary,Biography,Music,,,,,,,,8.5,2
23730,2259360,Caught in the Web (2012),Drama,2012,Caught in the Web,['Drama'],1,Drama,,,,,,,,,,4.666666666666667,3
23731,2259418,Dive to the USS Atlanta (2012),Documentary|Adventure|History,2012,Dive to the USS Atlanta,"['Documentary', 'Adventure', 'History']",3,Documentary,Adventure,History,,,,,,,,10.0,1
23733,2260052,Tapia (2013),Documentary|Sport,2013,Tapia,"['Documentary', 'Sport']",2,Documentary,Sport,,,,,,,,,8.0,1
23734,2260254,The Other Side of the Mirror (2016),Drama|Fantasy|History,2016,The Other Side of the Mirror,"['Drama', 'Fantasy', 'History']",3,Drama,Fantasy,History,,,,,,,,1.0,1
23735,2260850,Cuatro lunas (2014),Drama|Romance,2014,Cuatro lunas,"['Drama', 'Romance']",2,Drama,Romance,,,,,,,,,7.0,8
