,movie_id,name/year,genre,year,name,genre_list,genre_length,avg_rating,rating_count
24596,2395427,Avengers: Age of Ultron (2015),Action|Adventure|Sci-Fi,2015,Avengers: Age of Ultron,"['Action', 'Adventure', 'Sci-Fi']",3,7.794576271186441,1475
24606,2396566,Twenty Feet from Stardom (2013),Documentary|Music,2013,Twenty Feet from Stardom,"['Documentary', 'Music']",2,7.666666666666667,66
24607,2396589,Mudbound (2017),Drama|War,2017,Mudbound,"['Drama', 'War']",2,7.574468085106383,141
24614,2397535,Predestination (2014),Drama|Mystery|Sci-Fi|Thriller,2014,Predestination,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,7.576699029126214,515
24618,2398231,The Homesman (2014),Drama|Western,2014,The Homesman,"['Drama', 'Western']",2,6.413333333333333,75
24620,2398249,They Came Together (2014),Comedy|Romance,2014,They Came Together,"['Comedy', 'Romance']",2,5.407407407407407,54
24634,2400463,The Invitation (2015),Drama|Horror|Mystery|Thriller,2015,The Invitation,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,6.578125,128
24638,2401097,Tracers (2014),Action|Crime|Drama|Thriller,2014,Tracers,"['Action', 'Crime', 'Drama', 'Thriller']",4,5.754716981132075,53
24651,2401807,Tokarev (2014),Action|Crime|Thriller,2014,Tokarev,"['Action', 'Crime', 'Thriller']",3,5.166666666666667,102
24654,2401878,Anomalisa (2015),Animation|Comedy|Drama|Romance,2015,Anomalisa,"['Animation', 'Comedy', 'Drama', 'Romance']",4,7.381818181818182,165
24658,2402101,Dark Places (2015),Action|Drama|Mystery|Thriller,2015,Dark Places,"['Action', 'Drama', 'Mystery', 'Thriller']",4,6.568181818181818,132
24659,2402105,Dom Hemingway (2013),Comedy|Crime|Drama,2013,Dom Hemingway,"['Comedy', 'Crime', 'Drama']",3,6.235955056179775,89
24660,2402157,The November Man (2014),Action|Crime|Thriller,2014,The November Man,"['Action', 'Crime', 'Thriller']",3,6.3901098901098905,182
24673,2402927,Carol (2015),Drama|Romance,2015,Carol,"['Drama', 'Romance']",2,7.288732394366197,426
24676,2403021,The Green Inferno (2013),Adventure|Horror,2013,The Green Inferno,"['Adventure', 'Horror']",2,5.578125,64
24692,2404181,Belle (2013),Biography|Drama|Romance,2013,Belle,"['Biography', 'Drama', 'Romance']",3,7.541666666666667,72
24694,2404233,Gods of Egypt (2016),Action|Adventure|Fantasy,2016,Gods of Egypt,"['Action', 'Adventure', 'Fantasy']",3,5.344632768361582,177
24698,2404311,The Family (2013),Comedy|Crime|Thriller,2013,The Family,"['Comedy', 'Crime', 'Thriller']",3,6.598290598290598,468
24699,2404425,Woman in Gold (2015),Biography|Drama|History,2015,Woman in Gold,"['Biography', 'Drama', 'History']",3,7.375,192
24700,2404435,The Magnificent Seven (2016),Action|Adventure|Western,2016,The Magnificent Seven,"['Action', 'Adventure', 'Western']",3,7.257950530035336,566
24701,2404461,Le passé (2013),Drama|Mystery,2013,Le passé,"['Drama', 'Mystery']",2,7.801242236024844,161
24702,2404463,The Heat (2013),Action|Comedy|Crime,2013,The Heat,"['Action', 'Comedy', 'Crime']",3,7.020253164556962,790
24719,2406566,Atomic Blonde (2017),Action|Mystery|Thriller,2017,Atomic Blonde,"['Action', 'Mystery', 'Thriller']",3,6.7782426778242675,478
24807,2428170,Creep (2014),Horror|Thriller,2014,Creep,"['Horror', 'Thriller']",2,6.326923076923077,52
24818,2431286,Philomena (2013),Biography|Comedy|Drama,2013,Philomena,"['Biography', 'Comedy', 'Drama']",3,7.937153419593345,541
24829,2436386,Project Almanac (2014),Drama|Mystery|Sci-Fi|Thriller,2014,Project Almanac,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,6.61578947368421,190
24836,2438644,Kvinden i buret (2013),Crime|Mystery|Thriller,2013,Kvinden i buret,"['Crime', 'Mystery', 'Thriller']",3,7.655172413793103,58
24859,2446042,Taken 3 (2014),Action|Thriller,2014,Taken 3,"['Action', 'Thriller']",2,6.280193236714976,621
24863,2446980,Joy (2015),Drama,2015,Joy,['Drama'],1,6.864754098360656,488
24869,2450186,V/H/S/2 (2013),Horror|Thriller,2013,V/H/S/2,"['Horror', 'Thriller']",2,6.252173913043478,115
24876,2452042,The Peanuts Movie (2015),Animation|Adventure|Comedy|Drama|Family,2015,The Peanuts Movie,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']",5,7.213675213675214,117
24878,2452200,Son of a Gun (2014),Action|Crime|Drama|Thriller,2014,Son of a Gun,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.564102564102564,78
24880,2452244,Isn't It Romantic (2019),Comedy|Fantasy|Romance,2019,Isn't It Romantic,"['Comedy', 'Fantasy', 'Romance']",3,5.516393442622951,122
24881,2452254,Clouds of Sils Maria (2014),Drama,2014,Clouds of Sils Maria,['Drama'],1,7.469026548672566,113
24882,2452386,The Fundamentals of Caring (2016),Comedy|Drama,2016,The Fundamentals of Caring,"['Comedy', 'Drama']",2,7.529411764705882,187
24912,2461132,Happy New Year (2014),Action|Comedy|Music,2014,Happy New Year,"['Action', 'Comedy', 'Music']",3,7.245283018867925,53
24913,2461150,Masterminds (2016),Action|Biography|Comedy|Crime,2016,Masterminds,"['Action', 'Biography', 'Comedy', 'Crime']",4,5.905982905982906,117
24922,2463288,Walk of Shame (2014),Comedy,2014,Walk of Shame,['Comedy'],1,6.267441860465116,172
24937,2467046,Left Behind (2014),Action|Drama|Fantasy|Mystery|Thriller,2014,Left Behind,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",5,3.3636363636363638,99
24949,2473510,Paranormal Activity: The Ghost Dimension (2015),Horror|Mystery|Thriller,2015,Paranormal Activity: The Ghost Dimension,"['Horror', 'Mystery', 'Thriller']",3,4.565217391304348,92
24952,2473602,Get on Up (2014),Biography|Drama|Music,2014,Get on Up,"['Biography', 'Drama', 'Music']",3,7.347222222222222,72
24953,2473682,Paranormal Activity: The Marked Ones (2014),Horror|Mystery|Thriller,2014,Paranormal Activity: The Marked Ones,"['Horror', 'Mystery', 'Thriller']",3,5.353260869565218,184
24957,2473794,Mr. Turner (2014),Biography|Drama|History,2014,Mr. Turner,"['Biography', 'Drama', 'History']",3,6.885714285714286,70
24978,2479478,The Ridiculous 6 (2015),Comedy|Western,2015,The Ridiculous 6,"['Comedy', 'Western']",2,5.16,75
24979,2479800,Palo Alto (2013),Drama,2013,Palo Alto,['Drama'],1,6.056338028169014,71
24989,2481498,"Extremely Wicked, Shockingly Evil and Vile (2019)",Biography|Crime|Drama|Thriller,2019,"Extremely Wicked, Shockingly Evil and Vile","['Biography', 'Crime', 'Drama', 'Thriller']",4,7.121212121212121,132
24999,2486682,Al Midan (2013),Documentary|Drama|History|News,2013,Al Midan,"['Documentary', 'Drama', 'History', 'News']",4,8.482142857142858,56
25009,2488496,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi,2015,Star Wars: Episode VII - The Force Awakens,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,8.438016528925619,1573
25025,2493486,Last Knights (2015),Action|Adventure|Drama,2015,Last Knights,"['Action', 'Adventure', 'Drama']",3,6.829059829059829,117
25026,2494280,Stretch (2014),Comedy|Crime,2014,Stretch,"['Comedy', 'Crime']",2,6.546666666666667,75
25027,2494362,Bone Tomahawk (2015),Adventure|Drama|Horror|Western,2015,Bone Tomahawk,"['Adventure', 'Drama', 'Horror', 'Western']",4,6.989130434782608,184
25052,2503944,Burnt (2015),Comedy|Drama,2015,Burnt,"['Comedy', 'Drama']",2,6.855329949238579,394
25072,2509850,The Rewrite (2014),Comedy|Romance,2014,The Rewrite,"['Comedy', 'Romance']",2,6.149253731343284,67
25080,2510894,Hotel Transylvania 2 (2015),Animation|Comedy|Family|Fantasy|Horror,2015,Hotel Transylvania 2,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",5,7.022556390977444,133
25099,2515030,Escobar: Paradise Lost (2014),Crime|Drama|History|Romance|Thriller,2014,Escobar: Paradise Lost,"['Crime', 'Drama', 'History', 'Romance', 'Thriller']",5,6.564516129032258,62
25100,2515034,The Gunman (2015),Action|Crime|Drama|Mystery|Thriller,2015,The Gunman,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,5.921739130434783,115
25101,2515086,This Is Us (2013),Documentary|Music,2013,This Is Us,"['Documentary', 'Music']",2,6.626086956521739,115
25148,2527336,Star Wars: Episode VIII - The Last Jedi (2017),Action|Adventure|Fantasy|Sci-Fi,2017,Star Wars: Episode VIII - The Last Jedi,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,7.794078061911171,743
25149,2527338,Star Wars: Episode IX - The Rise of Skywalker (2019),Action|Adventure|Fantasy|Sci-Fi,2019,Star Wars: Episode IX - The Rise of Skywalker,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,7.17379679144385,374
25153,2528814,God's Not Dead (2014),Drama,2014,God's Not Dead,['Drama'],1,7.403225806451613,62
25163,2531344,Blockers (2018),Comedy,2018,Blockers,['Comedy'],1,6.479674796747967,123
25166,2532528,Dirty Wars (2013),Documentary|Crime|Drama|Mystery|War,2013,Dirty Wars,"['Documentary', 'Crime', 'Drama', 'Mystery', 'War']",5,7.980769230769231,52
25180,2537176,I Spit on Your Grave 2 (2013),Horror|Thriller,2013,I Spit on Your Grave 2,"['Horror', 'Thriller']",2,6.022988505747127,87
25192,2543164,Arrival (2016),Drama|Mystery|Sci-Fi|Thriller,2016,Arrival,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,7.987529691211401,1684
25196,2543472,Wonder (2017),Drama|Family,2017,Wonder,"['Drama', 'Family']",2,8.344632768361581,708
25206,2545118,Blackfish (2013),Documentary|Drama,2013,Blackfish,"['Documentary', 'Drama']",2,8.314754098360655,305
25216,2547584,The Light Between Oceans (2016),Drama|Romance,2016,The Light Between Oceans,"['Drama', 'Romance']",2,7.603053435114504,262
25218,2548396,The Cloverfield Paradox (2018),Drama|Horror|Mystery|Sci-Fi|Thriller,2018,The Cloverfield Paradox,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5,5.679347826086956,184
25246,2554274,Crimson Peak (2015),Drama|Fantasy|Horror|Mystery|Romance|Thriller,2015,Crimson Peak,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",6,6.732732732732733,333
25254,2555736,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama,2015,The Second Best Exotic Marigold Hotel,"['Comedy', 'Drama']",2,6.8,95
25265,2557478,Pacific Rim: Uprising (2018),Action|Adventure|Sci-Fi,2018,Pacific Rim: Uprising,"['Action', 'Adventure', 'Sci-Fi']",3,5.877777777777778,180
25266,2557490,A Million Ways to Die in the West (2014),Comedy|Western,2014,A Million Ways to Die in the West,"['Comedy', 'Western']",2,6.318345323741007,556
25280,2561572,Get Hard (2015),Comedy|Crime,2015,Get Hard,"['Comedy', 'Crime']",2,6.191616766467066,334
25282,2562232,Birdman (2014),Comedy|Drama,2014,Birdman,"['Comedy', 'Drama']",2,7.761685319289006,1519
25292,2567026,Alice Through the Looking Glass (2016),Adventure|Family|Fantasy,2016,Alice Through the Looking Glass,"['Adventure', 'Family', 'Fantasy']",3,6.687861271676301,173
25294,2567712,Starred Up (2013),Crime|Drama,2013,Starred Up,"['Crime', 'Drama']",2,7.542307692307692,260
25298,2568862,Going in Style (2017),Comedy|Crime,2017,Going in Style,"['Comedy', 'Crime']",2,6.666666666666667,339
25331,2576852,Kaguyahime no monogatari (2013),Animation|Adventure|Drama|Family|Fantasy,2013,Kaguyahime no monogatari,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",5,8.313953488372093,86
25348,2581244,Life After Beth (2014),Comedy|Fantasy|Horror|Romance,2014,Life After Beth,"['Comedy', 'Fantasy', 'Horror', 'Romance']",4,6.933333333333334,60
25351,2582496,Me and Earl and the Dying Girl (2015),Comedy|Drama|Romance,2015,Me and Earl and the Dying Girl,"['Comedy', 'Drama', 'Romance']",3,7.817073170731708,328
25354,2582502,Fathers and Daughters (2015),Drama,2015,Fathers and Daughters,['Drama'],1,7.944444444444445,126
25357,2582782,Hell or High Water (2016),Action|Crime|Drama|Thriller|Western,2016,Hell or High Water,"['Action', 'Crime', 'Drama', 'Thriller', 'Western']",5,7.5836680053547525,747
25359,2582802,Whiplash (2014),Drama|Music,2014,Whiplash,"['Drama', 'Music']",2,8.620967741935484,1860
25360,2582846,The Fault in Our Stars (2014),Drama|Romance,2014,The Fault in Our Stars,"['Drama', 'Romance']",2,8.261146496815286,1099
25365,2584384,Jojo Rabbit (2019),Comedy|Drama|War,2019,Jojo Rabbit,"['Comedy', 'Drama', 'War']",3,7.52128764278297,963
25383,2591814,Koto no ha no niwa (2013),Animation|Drama|Romance,2013,Koto no ha no niwa,"['Animation', 'Drama', 'Romance']",3,7.774647887323944,71
25386,2592614,Resident Evil: The Final Chapter (2016),Action|Horror|Sci-Fi|Thriller,2016,Resident Evil: The Final Chapter,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",4,5.850961538461538,208
25445,2614684,'71 (2014),Action|Drama|Thriller|War,2014,'71,"['Action', 'Drama', 'Thriller', 'War']",4,7.354838709677419,217
25483,2625030,Sinsegye (2013),Crime|Drama,2013,Sinsegye,"['Crime', 'Drama']",2,7.9818181818181815,55
25492,2626350,Step up 5 (2014),Drama|Music|Romance,2014,Step up 5,"['Drama', 'Music', 'Romance']",3,6.983050847457627,118
25505,2631186,Bahubali: The Beginning (2015),Action|Drama,2015,Bahubali: The Beginning,"['Action', 'Drama']",2,7.666666666666667,57
25526,2637276,Ted 2 (2015),Comedy,2015,Ted 2,['Comedy'],1,6.637860082304527,486
25527,2637294,Hot Tub Time Machine 2 (2015),Comedy|Mystery|Sci-Fi,2015,Hot Tub Time Machine 2,"['Comedy', 'Mystery', 'Sci-Fi']",3,5.112359550561798,89
25535,2638144,Ben-Hur (2016),Action|Adventure|Drama|History,2016,Ben-Hur,"['Action', 'Adventure', 'Drama', 'History']",4,6.009433962264151,106
25539,2639336,Greta (2018),Drama|Mystery|Thriller,2018,Greta,"['Drama', 'Mystery', 'Thriller']",3,6.2631578947368425,76
25568,2649554,Midnight Special (2016),Action|Drama|Mystery|Sci-Fi|Thriller,2016,Midnight Special,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",5,6.737991266375546,229
25579,2652092,The Good Lie (2014),Biography|Drama,2014,The Good Lie,"['Biography', 'Drama']",2,7.612612612612613,111
25597,2659414,7-beon-bang-ui seon-mul (2013),Comedy|Drama,2013,7-beon-bang-ui seon-mul,"['Comedy', 'Drama']",2,8.619718309859154,71
25602,2660888,Star Trek Beyond (2016),Action|Adventure|Sci-Fi|Thriller,2016,Star Trek Beyond,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,7.308977035490606,479
25620,2669336,Time Lapse (2014),Sci-Fi|Thriller,2014,Time Lapse,"['Sci-Fi', 'Thriller']",2,6.473684210526316,76
25626,2671706,Fences (2016),Drama,2016,Fences,['Drama'],1,7.753036437246964,494
25635,2674426,Me Before You (2016),Drama|Romance,2016,Me Before You,"['Drama', 'Romance']",2,7.632538569424965,713
25649,2679042,Hitman: Agent 47 (2015),Action|Adventure|Crime|Sci-Fi|Thriller,2015,Hitman: Agent 47,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",5,5.856521739130435,230
25669,2692250,Night at the Museum: Secret of the Tomb (2014),Adventure|Comedy|Family|Fantasy,2014,Night at the Museum: Secret of the Tomb,"['Adventure', 'Comedy', 'Family', 'Fantasy']",4,6.409691629955947,227
25670,2692904,Locke (2013),Drama,2013,Locke,['Drama'],1,7.328385899814471,539
25684,2702724,The Boss (2016),Comedy,2016,The Boss,['Comedy'],1,5.688524590163935,122
25690,2704998,Game Night (2018),Action|Comedy|Crime|Mystery,2018,Game Night,"['Action', 'Comedy', 'Crime', 'Mystery']",4,7.331147540983607,610
25703,2709692,The Grinch (2018),Animation|Comedy|Family|Fantasy|Musical,2018,The Grinch,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",5,6.537313432835821,67
25705,2709768,The Secret Life of Pets (2016),Animation|Adventure|Comedy|Family,2016,The Secret Life of Pets,"['Animation', 'Adventure', 'Comedy', 'Family']",4,6.886889460154242,389
25712,2713180,Fury (2014),Action|Drama|War,2014,Fury,"['Action', 'Drama', 'War']",3,7.902739726027397,1460
25724,2717822,Blackhat (2015),Action|Crime|Thriller,2015,Blackhat,"['Action', 'Crime', 'Thriller']",3,5.367469879518072,166
25725,2717860,The Riot Club (2014),Drama|Thriller,2014,The Riot Club,"['Drama', 'Thriller']",2,5.972222222222222,72
25729,2718492,Ida (2013),Drama,2013,Ida,['Drama'],1,7.4222222222222225,180
25734,2719848,Everest (2015),Action|Adventure|Biography|Drama|Thriller,2015,Everest,"['Action', 'Adventure', 'Biography', 'Drama', 'Thriller']",5,7.11003861003861,518
25735,2720680,The Salvation (2014),Drama|Western,2014,The Salvation,"['Drama', 'Western']",2,6.898876404494382,89
25751,2725962,What We Did on Our Holiday (2014),Comedy|Drama,2014,What We Did on Our Holiday,"['Comedy', 'Drama']",2,6.590909090909091,66
25755,2726560,The Longest Ride (2015),Drama|Romance,2015,The Longest Ride,"['Drama', 'Romance']",2,7.428571428571429,175
25771,2737050,"Deux jours, une nuit (2014)",Drama,2014,"Deux jours, une nuit",['Drama'],1,7.367567567567567,185
25772,2737304,Bird Box (2018),Drama|Horror|Sci-Fi,2018,Bird Box,"['Drama', 'Horror', 'Sci-Fi']",3,6.958034800409417,977
25803,2752200,Jeune & jolie (2013),Drama|Romance,2013,Jeune & jolie,"['Drama', 'Romance']",2,6.8977272727272725,88
25805,2752758,Devil's Due (2014),Horror|Mystery|Thriller,2014,Devil's Due,"['Horror', 'Mystery', 'Thriller']",3,4.428571428571429,84
25806,2752772,Sinister 2 (2015),Horror|Mystery|Thriller,2015,Sinister 2,"['Horror', 'Mystery', 'Thriller']",3,5.123893805309734,113
25811,2756032,The One I Love (2014),Drama|Fantasy|Mystery|Romance|Sci-Fi|Thriller,2014,The One I Love,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",6,7.333333333333333,90
25814,2758880,Kis Uykusu (2014),Drama,2014,Kis Uykusu,['Drama'],1,8.917355371900827,121
25829,2763304,T2 Trainspotting (2017),Drama,2017,T2 Trainspotting,['Drama'],1,7.656028368794326,282
25834,2764784,Phoenix (2014),Drama|History|Music|Romance,2014,Phoenix,"['Drama', 'History', 'Music', 'Romance']",4,7.158730158730159,63
25846,2771200,Beauty and the Beast (2017),Family|Fantasy|Musical|Romance,2017,Beauty and the Beast,"['Family', 'Fantasy', 'Musical', 'Romance']",4,7.4921383647798745,636
25847,2771372,Veronica Mars (2014),Crime|Drama|Mystery|Thriller,2014,Veronica Mars,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.8046875,128
25882,2784678,Top Five (2014),Comedy|Romance,2014,Top Five,"['Comedy', 'Romance']",2,6.443037974683544,79
25884,2785032,The Little Death (2014),Comedy|Drama|Romance,2014,The Little Death,"['Comedy', 'Drama', 'Romance']",3,7.175675675675675,74
25895,2788710,The Interview (2014),Comedy,2014,The Interview,['Comedy'],1,6.52803738317757,856
25896,2788716,Welcome to Me (2014),Comedy|Drama,2014,Welcome to Me,"['Comedy', 'Drama']",2,5.654545454545454,55
25897,2788732,Pete's Dragon (2016),Action|Adventure|Comedy|Family|Fantasy,2016,Pete's Dragon,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.093167701863354,161
25921,2798920,Annihilation (2018),Adventure|Drama|Horror|Mystery|Sci-Fi|Thriller,2018,Annihilation,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",6,6.841487279843444,511
25922,2799166,The Pyramid (2014),Action|Adventure|Horror|Mystery|Thriller,2014,The Pyramid,"['Action', 'Adventure', 'Horror', 'Mystery', 'Thriller']",5,4.980769230769231,52
25931,2802144,Kingsman: The Secret Service (2014),Action|Adventure|Comedy|Thriller,2014,Kingsman: The Secret Service,"['Action', 'Adventure', 'Comedy', 'Thriller']",4,7.915119363395226,1508
25932,2802154,Leviafan (2014),Crime|Drama,2014,Leviafan,"['Crime', 'Drama']",2,7.958904109589041,146
25959,2820852,Fast &amp; Furious 7 (2015),Action|Crime|Thriller,2015,Fast &amp; Furious 7,"['Action', 'Crime', 'Thriller']",3,7.403714565004887,1023
25968,2823054,Mike and Dave Need Wedding Dates (2016),Adventure|Comedy|Romance,2016,Mike and Dave Need Wedding Dates,"['Adventure', 'Comedy', 'Romance']",3,6.137931034482759,174
25982,2828996,A Haunted House 2 (2014),Comedy|Fantasy,2014,A Haunted House 2,"['Comedy', 'Fantasy']",2,4.811320754716981,53
26007,2837574,The Old Man &amp; the Gun (2018),Biography|Comedy|Crime|Drama|Romance,2018,The Old Man &amp; the Gun,"['Biography', 'Comedy', 'Crime', 'Drama', 'Romance']",5,6.96078431372549,102
26027,2848292,Pitch Perfect 2 (2015),Comedy|Music,2015,Pitch Perfect 2,"['Comedy', 'Music']",2,7.031358885017422,287
26038,2852406,Omar (2013),Crime|Drama|Romance|Thriller|War,2013,Omar,"['Crime', 'Drama', 'Romance', 'Thriller', 'War']",5,7.686567164179104,67
26040,2852458,L'inconnu du lac (2013),Drama|Romance|Thriller,2013,L'inconnu du lac,"['Drama', 'Romance', 'Thriller']",3,7.111111111111111,63
26047,2854926,Tag (2018),Comedy,2018,Tag,['Comedy'],1,6.654804270462633,281
26069,2866360,Coherence (2013),Horror|Mystery|Sci-Fi|Thriller,2013,Coherence,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",4,7.187192118226601,203
26075,2869728,Ride Along 2 (2016),Action|Comedy|Crime,2016,Ride Along 2,"['Action', 'Comedy', 'Crime']",3,6.013888888888889,216
26076,2870612,"As Above, So Below (2014)",Adventure|Horror|Mystery|Thriller,2014,"As Above, So Below","['Adventure', 'Horror', 'Mystery', 'Thriller']",4,6.157303370786517,178
26077,2870648,Amy (2015),Documentary|Biography|Music,2015,Amy,"['Documentary', 'Biography', 'Music']",3,8.164021164021165,189
26078,2870708,Wish I Was Here (2014),Comedy|Drama,2014,Wish I Was Here,"['Comedy', 'Drama']",2,6.992307692307692,130
26079,2870756,Magic in the Moonlight (2014),Comedy|Romance,2014,Magic in the Moonlight,"['Comedy', 'Romance']",2,6.971098265895954,173
26085,2872462,Mistress America (2015),Comedy|Drama,2015,Mistress America,"['Comedy', 'Drama']",2,6.945205479452055,73
26087,2872718,Nightcrawler (2014),Crime|Drama|Thriller,2014,Nightcrawler,"['Crime', 'Drama', 'Thriller']",3,8.008713136729222,1492
26089,2872732,Lucy (2014),Action|Sci-Fi|Thriller,2014,Lucy,"['Action', 'Sci-Fi', 'Thriller']",3,6.5020644095788604,1211
26090,2872750,Shaun the Sheep Movie (2015),Animation|Adventure|Comedy|Family|Fantasy,2015,Shaun the Sheep Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.1063829787234045,94
26094,2873282,Red Sparrow (2018),Action|Drama|Thriller,2018,Red Sparrow,"['Action', 'Drama', 'Thriller']",3,6.752021563342318,371
26113,2883512,Chef (2014),Adventure|Comedy|Drama,2014,Chef,"['Adventure', 'Comedy', 'Drama']",3,7.5490430622009566,836
26114,2884018,Macbeth (2015),Drama|History|War,2015,Macbeth,"['Drama', 'History', 'War']",3,6.73404255319149,188
26117,2884206,I Origins (2014),Drama|Romance|Sci-Fi,2014,I Origins,"['Drama', 'Romance', 'Sci-Fi']",3,7.692982456140351,342
26125,2888046,Yip Man 3 (2015),Action|Biography|Drama|History,2015,Yip Man 3,"['Action', 'Biography', 'Drama', 'History']",4,7.265822784810126,79
26130,2891174,99 Homes (2014),Drama,2014,99 Homes,['Drama'],1,7.276190476190476,105
26161,2908446,Insurgent (2015),Action|Adventure|Sci-Fi|Thriller,2015,Insurgent,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,6.675675675675675,481
26169,2910274,Obvious Child (2014),Comedy|Drama|Romance,2014,Obvious Child,"['Comedy', 'Drama', 'Romance']",3,6.9523809523809526,63
26175,2910814,The Signal (2014),Drama|Mystery|Sci-Fi|Thriller,2014,The Signal,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4,5.745901639344262,122
26177,2910904,The Dressmaker (2015),Comedy|Drama,2015,The Dressmaker,"['Comedy', 'Drama']",2,7.3399014778325125,203
26181,2911666,John Wick (2014),Action|Crime|Thriller,2014,John Wick,"['Action', 'Crime', 'Thriller']",3,7.1096121416526135,1186
26198,2917388,Kidnapping Mr. Heineken (2015),Action|Crime|Drama|Thriller,2015,Kidnapping Mr. Heineken,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.115942028985507,69
26203,2918436,The Lazarus Effect (2015),Horror|Mystery|Sci-Fi|Thriller,2015,The Lazarus Effect,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",4,5.670329670329671,91
26250,2932536,47 Meters Down (2017),Adventure|Drama|Horror|Thriller,2017,47 Meters Down,"['Adventure', 'Drama', 'Horror', 'Thriller']",4,5.835616438356165,146
26260,2935476,Far from the Madding Crowd (2015),Drama|Romance,2015,Far from the Madding Crowd,"['Drama', 'Romance']",2,7.276595744680851,141
26261,2935510,Ad Astra (2019),Adventure|Drama|Mystery|Sci-Fi|Thriller,2019,Ad Astra,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",5,6.643153526970955,482
26275,2937696,Everybody Wants Some!! (2016),Comedy,2016,Everybody Wants Some!!,['Comedy'],1,7.115646258503402,147
26276,2937898,A Most Violent Year (2014),Crime|Drama|Thriller,2014,A Most Violent Year,"['Crime', 'Drama', 'Thriller']",3,6.875,248
26279,2938956,The Transporter Refueled (2015),Action|Adventure|Crime|Thriller,2015,The Transporter Refueled,"['Action', 'Adventure', 'Crime', 'Thriller']",4,5.221153846153846,104
26307,2948356,Zootopia (2016),Animation|Adventure|Comedy|Crime|Family|Mystery,2016,Zootopia,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']",6,8.365482233502538,985
26308,2948372,Soul (2020),Animation|Adventure|Comedy|Family|Fantasy|Music,2020,Soul,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music']",6,8.37465564738292,363
26373,2967224,Hot Pursuit (2015),Action|Comedy|Crime,2015,Hot Pursuit,"['Action', 'Comedy', 'Crime']",3,5.2936507936507935,126
26396,2975578,The Purge: Anarchy (2014),Action|Horror|Sci-Fi|Thriller,2014,The Purge: Anarchy,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",4,6.786666666666667,450
26397,2975590,Batman v Superman: Dawn of Justice (2016),Action|Adventure|Fantasy|Sci-Fi,2016,Batman v Superman: Dawn of Justice,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,6.83422778771616,1677
26423,2980210,A Hologram for the King (2016),Comedy|Drama|Romance,2016,A Hologram for the King,"['Comedy', 'Drama', 'Romance']",3,5.309012875536481,233
26425,2980516,The Theory of Everything (2014),Biography|Drama|Romance,2014,The Theory of Everything,"['Biography', 'Drama', 'Romance']",3,8.173879443585781,1294
26427,2980592,The Guest (2014),Action|Crime|Horror|Mystery|Thriller,2014,The Guest,"['Action', 'Crime', 'Horror', 'Mystery', 'Thriller']",5,6.491408934707904,291
26429,2980648,The Hundred-Foot Journey (2014),Comedy|Drama,2014,The Hundred-Foot Journey,"['Comedy', 'Drama']",2,7.67479674796748,246
